"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 05 09:48:38 GMT 2025","Wed Mar 05 09:48:38 GMT 2025","328","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.PostAuthorTests","com.bookstore.AuthorsAPI.PostAuthorTests","postAuthorWithoutLastName","Post author without last name",""
"passed","Wed Mar 05 09:48:37 GMT 2025","Wed Mar 05 09:48:37 GMT 2025","397","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.PostAuthorTests","com.bookstore.AuthorsAPI.PostAuthorTests","postAuthor","postAuthor",""
"passed","Wed Mar 05 09:48:42 GMT 2025","Wed Mar 05 09:48:42 GMT 2025","327","Surefire suite","Surefire test","com.bookstore.BooksAPI.PostBookTests","com.bookstore.BooksAPI.PostBookTests","postBookWithInvalidTypeForPageCount","Post book with invalid type for page count",""
"passed","Wed Mar 05 09:48:39 GMT 2025","Wed Mar 05 09:48:39 GMT 2025","326","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.UpdateAuthorTests","com.bookstore.AuthorsAPI.UpdateAuthorTests","updateAuthorSearchingByInvalidIdType","Update author by searching by invalid id type",""
"passed","Wed Mar 05 09:48:40 GMT 2025","Wed Mar 05 09:48:41 GMT 2025","316","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.GetSingleAuthorTests","com.bookstore.AuthorsAPI.GetSingleAuthorTests","getSingleAuthorById","Get single author",""
"passed","Wed Mar 05 09:48:41 GMT 2025","Wed Mar 05 09:48:41 GMT 2025","322","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.GetSingleAuthorTests","com.bookstore.AuthorsAPI.GetSingleAuthorTests","getSingleAuthorBySearchingByInvalidIdType","Get single author",""
"passed","Wed Mar 05 09:48:43 GMT 2025","Wed Mar 05 09:48:43 GMT 2025","310","Surefire suite","Surefire test","com.bookstore.BooksAPI.PostBookTests","com.bookstore.BooksAPI.PostBookTests","postBookWithoutPageCount","Post book without page count",""
"passed","Wed Mar 05 09:48:38 GMT 2025","Wed Mar 05 09:48:39 GMT 2025","320","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.DeleteAuthorTests","com.bookstore.AuthorsAPI.DeleteAuthorTests","deleteAuthorByIdInvalidFormat","deleteAuthorByIdInvalidFormat",""
"passed","Wed Mar 05 09:48:43 GMT 2025","Wed Mar 05 09:48:43 GMT 2025","338","Surefire suite","Surefire test","com.bookstore.BooksAPI.GetSingleBookTests","com.bookstore.BooksAPI.GetSingleBookTests","getNonExistentBookByID","Get single book with non-existent ID",""
"passed","Wed Mar 05 09:48:44 GMT 2025","Wed Mar 05 09:48:44 GMT 2025","325","Surefire suite","Surefire test","com.bookstore.BooksAPI.UpdateBookTests","com.bookstore.BooksAPI.UpdateBookTests","updateBook","Update a book",""
"passed","Wed Mar 05 09:48:38 GMT 2025","Wed Mar 05 09:48:38 GMT 2025","322","Surefire suite","Surefire test","com.bookstore.AuthorsAPI.DeleteAuthorTests","com.bookstore.AuthorsAPI.DeleteAuthorTests","deleteAuthorById","deleteAuthorById",""
